SKU,ASIN,UPC,Condition,Item,Category,Qty,Unit Price,MSRP,Est. selling price on Az
888 B096WQRT7C US,B096WQRT7C,049288041022,Fulfilled by Amazon,"TOUR Unisex Code GX Jr Inline Hockey Skate, Junior, Black, 2 M US",Sporting Goods,1,39,117.99,99.99
888 B08GKHJKDG US,B08GKHJKDG,192466300296,Fulfilled by Amazon,"KORK-EASE Women's Kayla II Knee-High Boot, Black, 9 M US",Boots,1,54,198.99,142.48
888 B085LMKH1Q US,B085LMKH1Q,664911093881,Fulfilled by Amazon,"Muck Boots Men's Snow Boots Rain, Black, 8",Boots,1,49,171.99,
888 B074TG7R1X US,B074TG7R1X,889488432646,Fulfilled by Amazon,Lenovo 16GB DDR4 SDRAM Memory Module,Hardware,1,98,319,295
888 B00EQERUU4 US,B00EQERUU4,753896302917,Fulfilled by Amazon,Chinook Footwear Waterproof Rancher (10.5),Boots,1,48,151.99,80.97
888 B00632DE6G US,B00632DE6G,                    ,Fulfilled by Amazon,CALDEN Men's Invisible Height Increasing Elevator Shoes - Black Premium Leather Faux Fur Inner Lining Formal Zipper Boots - 3.2 Inches Taller - K50658 - Size 10 D(M) US,Boots,2,58,178.99,146.52
888 B001OHRA60 US,B001OHRA60,608386267620,Fulfilled by Amazon,Walking Cradles Meadow Black 5.5 M (B),Boots,1,48,104.99,215.92
888 B0C8ZPHNBT US,B0C8ZPHNBT,195174060216,Fulfilled by Amazon,LG 15INCH ULTRANOTEBOOK H/W TPM Win 11PRO I5 8GB DDR 256GB SSD IPS MIL-STD810G,Laptops & Tablets,6,428,1099.99,605.99
888 B093LTPRBY US,B093LTPRBY,194905263421,Fulfilled by Amazon,"THE NORTH FACE Base Camp Duffel-M, TNF Black/TNF White, One Size",Handbags & Luggage,6,109,179.99,104.3
888 B08H1YHB5S US,B08H1YHB5S,                    ,Fulfilled by Amazon,Razer RC21-01400100-R3M1 computer case Midi Tower Black,Computer Peripheral,2,99,,147.84
888 B09PL6JZWL US,B09PL6JZWL,190665469738,Fulfilled by Amazon,Dr. Martens Combs Casual Boot Black Hi Suede Wp UK 4 (US Women's 6) M,Boots,1,48,180.99,109.99
888 B0BJ7G2F9N US,B0BJ7G2F9N,196941085623,Fulfilled by Amazon,"New Balance Kids 237 Bungee Sneaker, REFLECTION/CAPRICORN/MINT FLASH, 1.5 W Little Kid (4-8 Years)",Kids` Shoes,1,20,46.99,44.52
888 B0BJ793H64 US,B0BJ793H64,196941161297,Fulfilled by Amazon,"New Balance Boy's Furon Dispatch Turf V7 Soccer Shoe, Silver/Brighton Grey/Copper, 5 Wide big kid",Kids` Shoes,1,20,50.99,60.66
888 B09ZPS1GBF US,B09ZPS1GBF,196652140079,Fulfilled by Amazon,"New Balance 515 V1 Lace-up Sneaker, Atlantic Blue/White, 11 US Unisex Little Kid",Kids` Shoes,1,20,40.99,44.9
888 B09XRFLTPM US,B09XRFLTPM,196432851997,Fulfilled by Amazon,"New Balance Unisex Fresh Foam Arishi V4 Running Shoe, White/White, 6.5 US Men",Sports Shoes,1,20,36.99,47.91
888 B096N8419W US,B096N8419W,195907267653,Fulfilled by Amazon,"New Balance Boy's 442 V2 Academy FG Junior Soccer Shoe, Black/White, 12.5 little kid",Kids` Shoes,1,24,58.99,59.99
888 B093RD75DN US,B093RD75DN,195907345399,Fulfilled by Amazon,"New Balance Fresh Foam 650 V1 Hook & Loop Running Shoe, Summer Fog/Hi-Pink/Vibrant Sky, 3.5 Wide US Unisex Big_Kid",Kids` Shoes,1,24,38.99,32.99
888 B0C1SBFS9Z US,B0C1SBFS9Z,196790792277,Fulfilled by Amazon,Free People Liv Loafer Coral Fusion EU 37.5 (US Women's 7.5) M,Casual Shoes,1,48,128,94.72
888 B0BGHCGLMX US,B0BGHCGLMX,196790225911,Fulfilled by Amazon,Free People Lyra Link Mule Black EU 38.5 (US Women's 8.5) M,Sandals & Slippers,2,60,92.99,118
888 B09TYSQ4L1 US,B09TYSQ4L1,196347095912,Fulfilled by Amazon,Free People Colette Cinched Heel Bone EU 36.5 (US Women's 6.5) M,Sandals & Slippers,1,25,48.99,53.4
888 B0967V1LPH US,B0967V1LPH,195017457746,Fulfilled by Amazon,"Merrell Moab Speed Low Alternative Closure Waterproof Hiking Sneaker, Grey/Berry, 13 US Unisex Big Kid",Kids` Shoes,1,20,52.99,46.55
888 B0967GTD9V US,B0967GTD9V,195017457241,Fulfilled by Amazon,"Merrell Moab Flight Low Alternative Closure Hiking Shoe, Burgundy, 5 US Unisex Big Kid",Kids` Shoes,2,25,34.99,40.83
888 B08BY1X2SM US,B08BY1X2SM,194917075173,Fulfilled by Amazon,"Merrell Hydro JR Sport Sandal, TAN/Purple, 6 US Unisex Little Kid",Kids` Shoes,1,20,28.99,35.85
888 B08B8DHG6B US,B08B8DHG6B,194917075418,Fulfilled by Amazon,"Merrell Trail Quest Hiking Sneaker, Berry, 7 US Unisex Little Kid",Kids` Shoes,1,20,27.99,19.99
888 B00I9BXYZA,B00I9BXYZA,B00I9BXYZA          ,Brand New,RockJam Adjustable Keyboard Stand with Locking Straps & Quick Release Mechanism,Musical Instruments,1,40,51.99,24.99
888 B0BM56GS1X US,B0BM56GS1X,886003962466,Fulfilled by Amazon,"Vera Bradley Women's Cotton Sling Backpack, Island Garden - Recycled Cotton, One Size",Handbags & Luggage,3,28,42.99,69.99
888 B09QKTQKBV US,B09QKTQKBV,191267967257,Fulfilled by Amazon,Marc Jacobs Shutter Crossbody Artisan Gold One Size,Handbags & Luggage,3,178,374.99,295.91
888 B09PL75TVM US,B09PL75TVM,190665469721,Fulfilled by Amazon,Dr. Martens Combs Casual Boot Black Hi Suede Wp UK 3 (US Women's 5) M,Boots,3,48,130.99,
888 B091PKBBNS US,B091PKBBNS,886003804049,Fulfilled by Amazon,"Vera Bradley Women's Cotton Lanyard, Rosa Floral - Recycled Cotton, One Size",Accessories,3,7,11.99,9.91
888 B08P8CVS5J US,B08P8CVS5J,084691857624,Fulfilled by Amazon,"GE Stainless Steel Toaster | 4 Slice | Extra Wide Slots for Toasting Bagels, Breads, Waffles & More | 7 Shade Options for the Entire Household to Enjoy | Countertop Kitchen Essentials | 1500 Watts",Kitchen & Dining ,4,38,68.99,50.58
888 B08GQQFG74,B08GQQFG74,B08GQQFG74          ,Brand New,"Firewise 18 Treatments Soot-Loose Chimney & Flue Cleaner Dissolves Soot, Tar and Creosote Increases Heater Efficiency, Reduces Smoke Emissions & Non-Corrosive",Tools & Home Improvement ,7,25,41.99,44.99
888 B07G72MPZP US,B07G72MPZP,827162762719,Fulfilled by Amazon,"Loki LT Saltwater Series or Freshwater Ultra Light Jigging Conventional Big Game Fishing Reel 9+2BBS 4:9.1 Gearing (Silver, LT 500)",Sporting Goods,3,68,228.99,
888 B016YWXIJM,B016YWXIJM,650450138220,Brand New,"Incase CL60675 Slim Sleeve for 12"" MacBook, Heather Black",Laptops & Tablets,8,7,12.99,14.75
888 B0BWJHMDDK US,B0BWJHMDDK,195018838636,Fulfilled by Amazon,"Saucony Jazz Original Sneaker, White/Silver, 3 US Unisex Big Kid",Kids` Shoes,1,19,38.99,38.89
888 B0BLLMP4V5 US,B0BLLMP4V5,723735437766,Fulfilled by Amazon,"Wolverine Steel Toe Boots For Men, Steel Toe Boots For Men, Lightweight Safety Work Shoes, Work Safety Steel Toe Boots, Comfortable Breathable Composite Toe Boots Slip-Resistant Indestructible Shoes,",Work & Safety,3,69,,
888 B0BCTXJZ1R US,B0BCTXJZ1R,195018844316,Fulfilled by Amazon,"Saucony Cohesion Tr14 Alternative Closure Sneaker, Black/Pink, 13 Wide US Unisex little_kid",Kids` Shoes,2,25,44.99,39.97
888 B09YGR6DX7 US,B09YGR6DX7,195018848581,Fulfilled by Amazon,"Saucony Ride 10 Jr Sneaker, Blush, 7.5 US Unisex Little Kid",Kids` Shoes,1,19,31.99,19.95
888 B09YGDD1GC US,B09YGDD1GC,195018848604,Fulfilled by Amazon,"Saucony Ride 10 Jr Sneaker, Blush, 8.5 US Unisex Little Kid",Kids` Shoes,1,19,34.99,19.95
888 B09J78BMX5 US,B09J78BMX5,195018169884,Fulfilled by Amazon,"Saucony Cohesion 14 Lace to Toe Sneaker, Pink/Navy, 3.5 US Unisex Big Kid",Kids` Shoes,3,25,28.99,36.71
888 B09J75249V US,B09J75249V,195018176745,Fulfilled by Amazon,"Saucony Cohesion TR14 Lace to Toe Sneaker, Black/Grey/RED, 6.5 US Unisex Big Kid",Kids` Shoes,1,19,39.99,37.97
888 B09J6YQXTR US,B09J6YQXTR,195018145093,Fulfilled by Amazon,"Saucony Cohesion Tr14 Lace to Toe Sneaker, Navy/Teal/Coral, 5 US Unisex Big Kid",Kids` Shoes,1,19,37.99,42.64
888 B09J6R7HF7 US,B09J6R7HF7,195018175786,Fulfilled by Amazon,"Saucony Axon Sneaker, Royal/RED/Blue, 11.5 Wide US Unisex Big_Kid",Kids` Shoes,1,15,34.99,46.5
888 B09J6PFKYJ US,B09J6PFKYJ,195018129482,Fulfilled by Amazon,"Saucony Flash Alternative Closure 3.0 Sneaker, Navy/Orange, 11.5 US Unisex Big Kid",Kids` Shoes,1,15,20.99,41.24
888 B098R3MW9Y US,B098R3MW9Y,195017467943,Fulfilled by Amazon,"Saucony Wind 2.0 Running Shoe, Turq/Pink/Black, 13 Wide US Unisex Big_Kid",Kids` Shoes,1,19,30.99,40.93
888 B098R2TPHT US,B098R2TPHT,195017463648,Fulfilled by Amazon,"Saucony Wind Alternative Closure 2.0 Running Shoe, Purple/Turq, 5 US Unisex Big Kid",Kids` Shoes,1,19,39.99,49.95
888 B09517Q8M6 US,B09517Q8M6,195017381829,Fulfilled by Amazon,"Saucony womens Cohesion 15 Running Shoe, Black/Meadow, 11.5 Wide US",Sports Shoes,1,19,44.99,49.95
888 B08PCD1ZSS US,B08PCD1ZSS,194917825341,Fulfilled by Amazon,"Saucony Jazz Lite 2.0 Sneaker, Grey, 9 Wide US Unisex Little_Kid",Kids` Shoes,1,25,37.99,22.95
888 B077WYVJ1L US,B077WYVJ1L,884547930866,Fulfilled by Amazon,"Saucony Unisex-child Baby Jazz Hook & Loop , GREY/WHITE, 7.5 M",Kids` Shoes,1,25,27.99,37.18
888 B00KM0S1S6 US,B00KM0S1S6,044209361203,Fulfilled by Amazon,"Saucony Unisex-child Baby Jazz Hook & Loop , NAVY/RED, 12 M",Kids` Shoes,4,25,35.99,41.95
888 B072JBTFSN,B072JBTFSN,019800707590,Brand New,Windex Unscented Glass 1 gallon,Household Supplies,62,9,24.99,14.31
SB P-A120296-11,B072XWKB87,026851120292,Brand New Masterpack,WH DAILY BLEND KEET BIB 6/2 LB,Pet Food,1890,2.82,5.39,2.4
888 B09Y5BMCVT,B09Y5BMCVT,                    ,Brand New,"Phone Lanyard - 2 Pads, 1 Adjustable Neck Strap, 1 Wrist Strap, Nylon Phone Lanyard Compatible with All Smartphones (alexa)",Mobile Accessories,28,3,16.99,
888 B09GM5JFBH US,B09GM5JFBH,                    ,Fulfilled by Amazon,JOYO EFFECT PEDAL 6 BAND EQ,Musical Instruments,34,23.5,35.99,52.78
888 B001J9SDCI US,B001J9SDCI,736021193970,Fulfilled by Amazon,CB Drums IS3650W March and Band Drum,Musical Instruments,17,248,498.99,
888 B0C5X6H73P US,B0C5X6H73P,194805510588,Fulfilled by Amazon,Sofft Shauna Plum Velvet 9 M (B),Dress Shoes,1,65,83.99,129.95
888 B0C3ZS4PPD US,B0C3ZS4PPD,194805493706,Fulfilled by Amazon,Sofft Fianna Black 7 M (B),Sneakers,1,65,84.99,109.95
888 B0BXJBN4QG US,B0BXJBN4QG,                    ,Fulfilled by Amazon,Vagabond Shoemakers Luisa Leather Strappy Sandal Orange EU 37 (US Women's 7) M,Sandals & Slippers,1,88,140,77
888 B0BSV33F83 US,B0BSV33F83,194805455476,Fulfilled by Amazon,Sofft Uxley Grey/Gold 11 M (B),Sandals & Slippers,1,65,107.99,79.95
888 B0BSV2ZSVB US,B0BSV2ZSVB,194805455438,Fulfilled by Amazon,Sofft Uxley Grey/Gold 8.5 M (B),Sandals & Slippers,1,65,91.99,79.62
888 B0BSV2G1HD US,B0BSV2G1HD,194805454929,Fulfilled by Amazon,Sofft Patrina Luggage 8 M (B),Sandals & Slippers,1,65,129.95,129.95
888 B0BSV1Z78R US,B0BSV1Z78R,194805459993,Fulfilled by Amazon,Sofft Verdi Rose Taupe 8.5 W (D),Sandals & Slippers,3,65,144.99,69
888 B0BR3S9HHF US,B0BR3S9HHF,194805447136,Fulfilled by Amazon,Sofft Faro White 6.5 M (B),Sneakers,1,65,109.95,109.95
888 B0BR3QNS4M US,B0BR3QNS4M,194805447167,Fulfilled by Amazon,Sofft Faro White 8 M (B),Sneakers,1,65,109.95,109.95
888 B0BR3Q6Z71 US,B0BR3Q6Z71,194805447198,Fulfilled by Amazon,Sofft Faro White 9.5 M (B),Sneakers,1,65,109.95,109.95
888 B0BR3P9T5S US,B0BR3P9T5S,194805459078,Fulfilled by Amazon,Sofft Samoa Platino 11 M (B),Sandals & Slippers,1,65,119.95,
888 B0BQMMDHYD US,B0BQMMDHYD,808448396095,Fulfilled by Amazon,Eileen Fisher Sport P Black 9 B (M),Sandals & Slippers,2,120,225,146.25
888 B0BQDZDZC5 US,B0BQDZDZC5,                    ,Fulfilled by Amazon,Vagabond Shoemakers Johnny 2.0 Leather Tassel Loafer Black EU 43 (US Men's 10) M,Casual Shoes,1,88,127.99,169
888 B0BQDYZQNN US,B0BQDYZQNN,                    ,Fulfilled by Amazon,Vagabond Shoemakers Teo Suede and Leather Sneaker White/Salt EU 43 (US Men's 10) M,Sneakers,1,75,170,110.5
888 B0BPSH5K24 US,B0BPSH5K24,194805447181,Fulfilled by Amazon,Sofft Faro White 9 M (B),Sneakers,1,65,73.99,109.95
888 B0BPCMN8QQ US,B0BPCMN8QQ,850034040264,Fulfilled by Amazon,"The Pacific - Stylish & Comfortable Lightweight Sneakers | Walking Shoes for Women - Size 7.5 | Versatile, Convenient & Orthopedic Shoes for Everyday & Travel",Casual Shoes,2,75,148,99.99
888 B0BP22DHYZ US,B0BP22DHYZ,194805444036,Fulfilled by Amazon,Sofft Innis Tapioca Grey 8 M (B),Sandals & Slippers,2,65,119.95,61.17
888 B0BKR3V9DG US,B0BKR3V9DG,707722458279,Fulfilled by Amazon,Walking Cradles Wren-2 Nutmeg Croco Print Leather 11 M (B),Casual Shoes,1,85,153.99,159
888 B0BKR2NY8V US,B0BKR2NY8V,707722458187,Fulfilled by Amazon,Walking Cradles Wren-2 Nutmeg Croco Print Leather 6.5 M (B),Casual Shoes,1,85,114.99,70.34
888 B0BCPQT6TD US,B0BCPQT6TD,887520312567,Fulfilled by Amazon,"Dingo Boots Women's High Cotton Fashion Boot, White, 8.5",Boots,1,75,176.99,159.95
888 B0B9FKR632 US,B0B9FKR632,                    ,Fulfilled by Amazon,Vagabond Shoemakers Kenova Leather Chain Loafer Black EU 38 (US Women's 8) M,Casual Shoes,1,88,165,103.95
888 B0B87SHSS7 US,B0B87SHSS7,194805384622,Fulfilled by Amazon,Sofft Petra Moss 9.5 M (B),Dress Shoes,1,65,74.99,95.96
888 B0B6SMNDZY US,B0B6SMNDZY,                    ,Fulfilled by Amazon,Vagabond Shoemakers Cosmo 2.0 Cognac EU 40 (US Women's 10) M,Boots,1,88,103.99,159
888 B0B6SMN5GR US,B0B6SMN5GR,195167550878,Fulfilled by Amazon,Lauren Ralph Lauren Wynnie Loafer Black 6 B (M),Casual Shoes,1,115,141.99,194.95
888 B0B5P9FMX7 US,B0B5P9FMX7,                    ,Fulfilled by Amazon,Vagabond Shoemakers Stacy Leather Chelsea Bootie Black/Black EU 39 (US Women's 9) M,Boots,1,88,124.99,169
888 B0B5P91S37 US,B0B5P91S37,195977161080,Fulfilled by Amazon,"Seychelles Women's Lock and Key Pump, Black, 7",Sandals & Slippers,1,75,137.99,138.95
888 B0B5P8CGJT US,B0B5P8CGJT,196347586786,Fulfilled by Amazon,Free People Rancho Mirage Boot Camel EU 37 (US Women's 7) M,Boots,1,75,110.99,249
888 B0B5P86JR3 US,B0B5P86JR3,                    ,Fulfilled by Amazon,Vagabond Shoemakers Cosmo 2.0 Polished Leather Loafer Black EU 41 (US Women's 11) M,Casual Shoes,1,88,128.99,169
888 B0B5P7X1ZS US,B0B5P7X1ZS,195751080255,Fulfilled by Amazon,"Salomon Outpulse Mid GTX for Women Hiking Shoe, Ebony, 7",Boots,2,85,142.99,137.87
888 B0B58LHBSK US,B0B58LHBSK,                    ,Fulfilled by Amazon,Vagabond Shoemakers Alex W Black EU 39 (US Women's 9) M,Casual Shoes,1,85,175,119
888 B0B58KZ6DQ US,B0B58KZ6DQ,                    ,Fulfilled by Amazon,Vagabond Shoemakers Blanca Leather Chelsea Bootie Black EU 38 (US Women's 8) M,Boots,1,88,119.99,159
888 B0B4H4SW2S US,B0B4H4SW2S,                    ,Fulfilled by Amazon,Vagabond Shoemakers Blanca Leather Chelsea Bootie Black EU 39 (US Women's 9) M,Boots,1,88,119.99,167.2
888 B0B45X9R7K US,B0B45X9R7K,                    ,Fulfilled by Amazon,Vagabond Shoemakers Blanca Suede Loafer Espresso EU 38 (US Women's 8) M,Casual Shoes,1,88,112.99,149
888 B0B3DDHR4L US,B0B3DDHR4L,883231086452,Fulfilled by Amazon,VANELi Dacy Navy Nappa 5.5 M (B),Dress Shoes,1,80,111.99,165
888 B09ZB5ZTHZ US,B09ZB5ZTHZ,194805380167,Fulfilled by Amazon,Sofft Nevara Black 6.5 M (B),Casual Shoes,2,65,93.99,56.57
888 B09YRF4559 US,B09YRF4559,194805389375,Fulfilled by Amazon,Sofft Kenni Rouge Red 7 M (B),Casual Shoes,1,65,99.95,46.96
888 B09XFG4YHH US,B09XFG4YHH,887520279921,Fulfilled by Amazon,"Dingo Boots Women's Out West Fashion Boot, Blue, 8",Boots,1,75,151.99,169.95
888 B09WGSCCD5 US,B09WGSCCD5,196387108726,Fulfilled by Amazon,"Donald Pliner Women's Bootie Ankle Boot, Black, 8.5",Boots,1,110,187.99,179
888 B09W5JG93F US,B09W5JG93F,194805287763,Fulfilled by Amazon,Sofft Evonne Army Green 6 M (B),Sandals & Slippers,1,65,129.95,111.99
888 B09TJF6JP2 US,B09TJF6JP2,749186495360,Fulfilled by Amazon,Double-H Boots Men's DH5357 Troy Comp Toe Blue 12 D,Boots,1,90,149.99,149.99
888 B09SWT5XNW US,B09SWT5XNW,192466513375,Fulfilled by Amazon,"KORK-EASE Women's Danika Sandal, Brown (Terra), 9 M US",Sandals & Slippers,2,75,101.99,129
888 B09Q8Z3ZWC US,B09Q8Z3ZWC,195719701079,Fulfilled by Amazon,"UGG Women's Adirondack Boot Iii Boot, Burnt Cedar, 6",Boots,1,85,150.99,138.99
888 B09Q36HPFF US,B09Q36HPFF,194805285929,Fulfilled by Amazon,Sofft Women's Waylyn Light Grey 7.5 B(M) US,Sneakers,1,65,73.99,
888 B09PL752KM US,B09PL752KM,194805287909,Fulfilled by Amazon,Sofft Evonne Black 1 8 M (B),Sandals & Slippers,1,65,87.99,75.37
888 B09PL6JW1M US,B09PL6JW1M,192466521691,Fulfilled by Amazon,KORK-EASE Tutsi Cross Band Orange 11 M,Sandals & Slippers,1,75,104.99,92.97
888 B09P1B39TH US,B09P1B39TH,825076642431,Fulfilled by Amazon,Aerosoles Lowery Black Leather 7.5 B (M),Sandals & Slippers,1,120,,199
888 B09N3KQQYT US,B09N3KQQYT,194805259012,Fulfilled by Amazon,Sofft Strathmore Black 7 M (B),Sandals & Slippers,1,65,81.99,64.97
888 B09MQK82SS US,B09MQK82SS,194805277795,Fulfilled by Amazon,Sofft Watney Desert Rose 6 M (B),Sneakers,1,65,119.95,
888 B09KTVB6BN US,B09KTVB6BN,194655148313,Fulfilled by Amazon,Andre Assous Nice Beige 8 M,Sandals & Slippers,3,120,,189.99
888 B09KC98GMW US,B09KC98GMW,                    ,Fulfilled by Amazon,Vagabond Shoemakers Kenova Black EU 38 (US Women's 8) M,Boots,1,88,113.99,87.5
888 B09JN1FQJT US,B09JN1FQJT,194805250002,Fulfilled by Amazon,Sofft Waylyn Lilac 8 M (B),Sneakers,1,65,109.95,77.16
888 B09HXS6GGZ US,B09HXS6GGZ,194805248337,Fulfilled by Amazon,Sofft Netta Luggage 9.5 M (B),Sandals & Slippers,1,65,150.99,92.46
888 B09BQQ2GT8 US,B09BQQ2GT8,                    ,Fulfilled by Amazon,Vagabond Shoemakers Kenova Leather Penny Loafer Black 1 EU 36 (US Women's 6) M,Casual Shoes,1,75,108.99,129
888 B09B9T7CPR US,B09B9T7CPR,881636858599,Fulfilled by Amazon,Vaneli Marina Black Stretch Knit 10 W (D),Boots,1,80,134.99,163.95
888 B09B9S5BZN US,B09B9S5BZN,881636835880,Fulfilled by Amazon,"VANELi Women's, Marina Boot Black 10 M",Boots,1,80,134.99,59.99
888 B08YDL6WP8 US,B08YDL6WP8,881636582302,Fulfilled by Amazon,VANELi Brunel Black Patent 7.5 M (B),Sandals & Slippers,1,80,97.99,145
888 B08XJQZ3KX US,B08XJQZ3KX,194805105715,Fulfilled by Amazon,Sofft Somers Moc Olive 9.5 M (B),Sandals & Slippers,1,65,119.95,
888 B08RJ688PD US,B08RJ688PD,881636755065,Fulfilled by Amazon,VANELi Brunel Pale Platino Gesa 12 M (B),Sandals & Slippers,1,80,97.99,142.02
888 B08R696TKS US,B08R696TKS,194805126499,Fulfilled by Amazon,Sofft Braye Luggage/Tan 7.5 M (B),Sandals & Slippers,1,65,119.95,
888 B08NV16MDG US,B08NV16MDG,193177320306,Fulfilled by Amazon,"Burton Women's Standard Society Pants, Grey, X-Large",Outerwear,1,75,104.99,135
888 B08MTZPPZF US,B08MTZPPZF,194805076336,Fulfilled by Amazon,Sofft Siri Waterproof Olive/Camouflage 9 M (B),Boots,1,65,125.95,104.96
888 B08M8XTJ8D US,B08M8XTJ8D,810035395381,Fulfilled by Amazon,"Halsa Footwear Women's Flats, Dark Cherry, 8 Wide",Casual Shoes,1,75,149.95,149.95
888 B08CVG9BWQ US,B08CVG9BWQ,                    ,Fulfilled by Amazon,"El Naturalista Women's N5019 Sandal, Black, 8 UK",Sandals & Slippers,1,85,145,169.7
888 B088PHSWHH US,B088PHSWHH,                    ,Fulfilled by Amazon,Vagabond Shoemakers Brooke Leather Bootie Black EU 40 (US Women's 10) M,Boots,1,88,124.99,189
888 B084XPHHX9 US,B084XPHHX9,                    ,Fulfilled by Amazon,"Vagabond Women's Classic Boots Ankle, Black, 8",Boots,1,88,117.99,173.83
888 B07YT6YSC5 US,B07YT6YSC5,824005437414,Fulfilled by Amazon,"Donald Pliner womens Heeled Sandal, Black, 8.5 US",Sandals & Slippers,1,75,88.99,102.4
888 B07WY5CZM9 US,B07WY5CZM9,190135929786,Fulfilled by Amazon,Sofft - womens - Bali,Sandals & Slippers,1,65,147.99,74.47
888 B07WC761Y2 US,B07WC761Y2,190135832307,Fulfilled by Amazon,Sofft - Womens - Somers Knit Steel Grey,Sneakers,1,65,99.95,
888 B07PT4S7V7 US,B07PT4S7V7,651385630476,Fulfilled by Amazon,"Josef Seibel Women's Steffi 59 Sneaker, Ocean, 39 Medium EU (8-8.5 US)",Casual Shoes,1,99,134.99,169
888 B07J1TM2MJ US,B07J1TM2MJ,                    ,Fulfilled by Amazon,TCX Mood Gore-Tex Adult Street Motorcycle Boots - Vintage Brown/EU 44 / US 10,Boots,1,75,161.99,219.99
888 B07BFD8VXP US,B07BFD8VXP,608386293018,Fulfilled by Amazon,Walking Cradles Meadow Wide Calf Black 7,Boots,1,75,215,129
888 B07935WK16 US,B07935WK16,819716021793,Fulfilled by Amazon,"Athletic Propulsion Labs (APL) Women's Techloom Pro Sneaker, White/Heather Grey/Black Melange, 9.5",Sports Shoes,1,99,108.99,129.99
888 B076DQ3YDW US,B076DQ3YDW,642415214223,Fulfilled by Amazon,"SoleMani Noosh 13"" Slim Calf Women Leather Dress Boots Black",Boots,1,110,130.99,179
888 B07695XKLW US,B07695XKLW,                    ,Fulfilled by Amazon,"Tony Bianco BRAZEN Womens Ankle Boots (8, Black Luxe)",Boots,1,85,192.99,166
888 B075GTXWW4 US,B075GTXWW4,190135562914,Fulfilled by Amazon,Sofft - womens - Verdi,Sandals & Slippers,2,65,143.99,58.88
888 B075FXR7V8 US,B075FXR7V8,190135502125,Fulfilled by Amazon,Sofft - Womens - Innis,Sandals & Slippers,1,65,79.99,109.95
888 B01IBGFQ4Y US,B01IBGFQ4Y,735988083027,Fulfilled by Amazon,VANELi Aliz Platinum Nizza 7.5 N (AA),Sandals & Slippers,1,80,108.99,160
888 B01IBGB47C US,B01IBGB47C,735988083256,Fulfilled by Amazon,Vaneli Aliz Platinum Nizza 12 M (B),Sandals & Slippers,1,80,107.99,160
888 B01IBGB2L0 US,B01IBGB2L0,735988083249,Fulfilled by Amazon,"VANELi Womens Aliz Metallic Slingback Pumps Dress Casual Low Heel 1-2"" - Grey - Size 11 M",Sandals & Slippers,1,80,108.99,160
888 B01A7HB9U0 US,B01A7HB9U0,884729734435,Fulfilled by Amazon,VANELi Aliz - Heels for Women - Leather Upper - Smooth Synthetic Lining - Lightly Cushioned Footbed - Cap Toe Pudding Nappa/Black 7 N (AA),Sandals & Slippers,1,80,107.99,160
888 B00SNFSLBY US,B00SNFSLBY,012998382167,Fulfilled by Amazon,Johnston & Murphy Men's Copeland Chukka Boot Red Brown Oiled Full Grain 11,Boots,1,90,118.99,99.95
888 B00HQR41FA US,B00HQR41FA,700615278268,Fulfilled by Amazon,"SMARTWOODI Recorder Set RS-605B Black & Ivory (Bass, Tenor, Alto, Soprano, Sopranino, & Garklein)",Musical Instruments,1,135,240.99,199.99
